"Entry"	"Entry.name"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"
"A0A0D9RK39"	"A0A0D9RK39_CHLSB"	"unreviewed"	"Complement component 1 Q subcomponent-binding protein, mitochondrial"	"C1QBP"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"281"
"A0A0D9RJC4"	"A0A0D9RJC4_CHLSB"	"unreviewed"	"APC-binding protein EB1 (End-binding protein 1) (Microtubule-associated protein RP/EB family member 1)"	"MAPRE1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"268"
"A0A0D9RJK6"	"A0A0D9RJK6_CHLSB"	"unreviewed"	"Protein kinase domain-containing protein"	"CDK6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"326"
"A0A0D9RKY9"	"A0A0D9RKY9_CHLSB"	"unreviewed"	"75 kDa glucose-regulated protein (Heat shock 70 kDa protein 9) (Stress-70 protein, mitochondrial)"	"HSPA9"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"679"
"A0A0D9RLA4"	"A0A0D9RLA4_CHLSB"	"unreviewed"	"Methylcrotonoyl-CoA carboxylase 1"	"MCCC1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"725"
"A0A0D9RJZ5"	"A0A0D9RJZ5_CHLSB"	"unreviewed"	"Polypyrimidine tract-binding protein 1"	"PTBP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"556"
"A0A0D9RKU0"	"A0A0D9RKU0_CHLSB"	"unreviewed"	"DNA helicase (EC 3.6.4.12)"	"MCM3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"808"
"A0A0D9RJN5"	"A0A0D9RJN5_CHLSB"	"unreviewed"	"NCK associated protein 1"	"NCKAP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1128"
"A0A0D9RLK1"	"A0A0D9RLK1_CHLSB"	"unreviewed"	"Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha)"	"EIF2S1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"315"
"A0A0D9RKS7"	"A0A0D9RKS7_CHLSB"	"unreviewed"	"Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)"	"ASNS"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"561"
"A0A0D9RLM4"	"A0A0D9RLM4_CHLSB"	"unreviewed"	"S1 RNA binding domain 1"	"SRBD1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"994"
"A0A0D9RKG1"	"A0A0D9RKG1_CHLSB"	"unreviewed"	"CWC22 spliceosome associated protein homolog"	"CWC22"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"907"
"A0A0D9RKY1"	"A0A0D9RKY1_CHLSB"	"unreviewed"	"Uncharacterized protein"	"CTNNA1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"906"
"A0A0D9RJ90"	"A0A0D9RJ90_CHLSB"	"unreviewed"	"OBG-type G domain-containing protein"	"GTPBP10"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"387"
"A0A0D9RLG8"	"A0A0D9RLG8_CHLSB"	"unreviewed"	"Nucleoprotein TPR"	"TPR"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2363"
"A0A0D9RL79"	"A0A0D9RL79_CHLSB"	"unreviewed"	"Uncharacterized protein"	"CRKL"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"303"
"A0A0D9RJE1"	"A0A0D9RJE1_CHLSB"	"unreviewed"	"RNA helicase (EC 3.6.4.13)"	"DHX9"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1126"
"A0A0D9RL41"	"A0A0D9RL41_CHLSB"	"unreviewed"	"Polyglutamine tract-binding protein 1 (Polyglutamine-binding protein 1)"	"PQBP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"265"
"A0A0D9RKG6"	"A0A0D9RKG6_CHLSB"	"unreviewed"	"2-phospho-D-glycerate hydro-lyase (EC 4.2.1.11)"	"ENO3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"434"
"A0A0D9RJQ8"	"A0A0D9RJQ8_CHLSB"	"unreviewed"	"Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21)"	"HARS1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"509"
"A0A0D9RK13"	"A0A0D9RK13_CHLSB"	"unreviewed"	"Collagen type I alpha 2 chain"	"COL1A2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1274"
"A0A0D9RL35"	"A0A0D9RL35_CHLSB"	"unreviewed"	"Carbonic anhydrase (EC 4.2.1.1)"	"CA2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"260"
"A0A0D9RKT4"	"A0A0D9RKT4_CHLSB"	"unreviewed"	"TRANSKETOLASE_1 domain-containing protein"	"TKT"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"623"
"A0A0D9RKP7"	"A0A0D9RKP7_CHLSB"	"unreviewed"	"PPR_long domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1398"
"A0A0D9RKW3"	"A0A0D9RKW3_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"847"
"A0A0D9RL59"	"A0A0D9RL59_CHLSB"	"unreviewed"	"FMR1 autosomal homolog 1"	"FXR1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"648"
"A0A0D9RLC1"	"A0A0D9RLC1_CHLSB"	"unreviewed"	"RRM domain-containing protein"	"RBM3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"157"
"A0A0D9RLE5"	"A0A0D9RLE5_CHLSB"	"unreviewed"	"FABP domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"135"
"A0A0D9RKX5"	"A0A0D9RKX5_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"291"
"A0A0D9RKH1"	"A0A0D9RKH1_CHLSB"	"unreviewed"	"Zinc finger protein 385B"	"ZNF385B"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"369"
"A0A0D9RKH2"	"A0A0D9RKH2_CHLSB"	"unreviewed"	"Profilin"	"PFN1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"140"
"A0A0D9RK65"	"A0A0D9RK65_CHLSB"	"unreviewed"	"Uncharacterized protein"	"TASOR"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1514"
"A0A0D9RKC1"	"A0A0D9RKC1_CHLSB"	"unreviewed"	"2,4-dienoyl-CoA reductase 1"	"DECR1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"335"
"A0A0D9RKP8"	"A0A0D9RKP8_CHLSB"	"unreviewed"	"Copine 3"	"CPNE3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"537"
"A0A0D9RLN0"	"A0A0D9RLN0_CHLSB"	"unreviewed"	"Adseverin (Scinderin)"	"SCIN"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"715"
"A0A0D9RJE9"	"A0A0D9RJE9_CHLSB"	"unreviewed"	"Zinc finger CCCH domain-containing protein 15"	"ZC3H15"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"426"
"A0A0D9RKT0"	"A0A0D9RKT0_CHLSB"	"unreviewed"	"Uncharacterized protein"	"SRSF5"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"272"
"A0A0D9RJT6"	"A0A0D9RJT6_CHLSB"	"unreviewed"	"Uncharacterized protein"	"IK"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"559"
"A0A0D9RKV5"	"A0A0D9RKV5_CHLSB"	"unreviewed"	"Enhancer of rudimentary homolog"	"ERH"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"104"
"A0A0D9RJC0"	"A0A0D9RJC0_CHLSB"	"unreviewed"	"CCT-alpha (T-complex protein 1 subunit alpha)"	"TCP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"556"
"A0A0D9RKZ5"	"A0A0D9RKZ5_CHLSB"	"unreviewed"	"Uncharacterized protein"	"ACTN1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"914"
"A0A0D9RKX8"	"A0A0D9RKX8_CHLSB"	"unreviewed"	"LUC7 like"	"LUC7L"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"371"
"A0A0D9RK24"	"A0A0D9RK24_CHLSB"	"unreviewed"	"Uncharacterized protein"	"RBM25"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"843"
"A0A0D9RL72"	"A0A0D9RL72_CHLSB"	"unreviewed"	"26S proteasome non-ATPase regulatory subunit 5"	"PSMD5"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"504"
"A0A0D9RJV9"	"A0A0D9RJV9_CHLSB"	"unreviewed"	"Ezrin"	"EZR"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"584"
"A0A0D9RL86"	"A0A0D9RL86_CHLSB"	"unreviewed"	"60S ribosomal protein L4"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"215"
"A0A0D9RK05"	"A0A0D9RK05_CHLSB"	"unreviewed"	"Ras suppressor protein 1"	"RSU1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"277"
"A0A0D9RJU1"	"A0A0D9RJU1_CHLSB"	"unreviewed"	"Vimentin"	"VIM"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"466"
"A0A0D9RLS2"	"A0A0D9RLS2_CHLSB"	"unreviewed"	"TROVE domain-containing protein"	"RO60"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"538"
"A0A0D9RMH4"	"A0A0D9RMH4_CHLSB"	"unreviewed"	"Rab GDP dissociation inhibitor"	"GDI2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"445"
"A0A0D9RMR8"	"A0A0D9RMR8_CHLSB"	"unreviewed"	"Clustered mitochondria protein homolog"	"CLUH"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1504"
"A0A0D9RMK2"	"A0A0D9RMK2_CHLSB"	"unreviewed"	"Uncharacterized protein"	"RBM10"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"995"
"A0A0D9RM52"	"A0A0D9RM52_CHLSB"	"unreviewed"	"Vasoactive intestinal peptide (Vasoactive intestinal polypeptide)"	"VIP"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"170"
"A0A0D9RMV7"	"A0A0D9RMV7_CHLSB"	"unreviewed"	"DNA repair protein RAD50"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1312"
"A0A0D9RMZ0"	"A0A0D9RMZ0_CHLSB"	"unreviewed"	"Replication protein A subunit"	"RPA1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"557"
"A0A0D9RMX2"	"A0A0D9RMX2_CHLSB"	"unreviewed"	"C-1-tetrahydrofolate synthase, cytoplasmic (EC 1.5.1.5) (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (Methenyltetrahydrofolate cyclohydrolase) (Methylenetetrahydrofolate dehydrogenase)"	"MTHFD1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1042"
"A0A0D9RNF7"	"A0A0D9RNF7_CHLSB"	"unreviewed"	"Uncharacterized protein"	"CSRP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"193"
"A0A0D9RMA6"	"A0A0D9RMA6_CHLSB"	"unreviewed"	"DNA mismatch repair protein"	"MSH6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1360"
"A0A0D9RMI9"	"A0A0D9RMI9_CHLSB"	"unreviewed"	"Mitogen-activated protein kinase (EC 2.7.11.24)"	"MAPK1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"360"
"A0A0D9RMR7"	"A0A0D9RMR7_CHLSB"	"unreviewed"	"Pyruvate kinase (EC 2.7.1.40)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"333"
"A0A0D9RMF3"	"A0A0D9RMF3_CHLSB"	"unreviewed"	"78 kDa glucose-regulated protein (Binding-immunoglobulin protein) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)"	"HSPA5"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"654"
"A0A0D9RMN2"	"A0A0D9RMN2_CHLSB"	"unreviewed"	"DUF1716 domain-containing protein"	"CTNNBL1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"563"
"A0A0D9RMM2"	"A0A0D9RMM2_CHLSB"	"unreviewed"	"Septin-type G domain-containing protein"	"SEPTIN8"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"483"
"A0A0D9RMQ6"	"A0A0D9RMQ6_CHLSB"	"unreviewed"	"Uncharacterized protein"	"KIAA1755"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1200"
"A0A0D9RNG4"	"A0A0D9RNG4_CHLSB"	"unreviewed"	"Insulin like growth factor 2 mRNA binding protein 2"	"IGF2BP2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"599"
"A0A0D9RLR8"	"A0A0D9RLR8_CHLSB"	"unreviewed"	"Proliferating cell nuclear antigen"	"PCNA"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"261"
"A0A0D9RMS5"	"A0A0D9RMS5_CHLSB"	"unreviewed"	"U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase (EC 2.1.1.-)"	"METTL16"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"562"
"A0A0D9RMB4"	"A0A0D9RMB4_CHLSB"	"unreviewed"	"Ribosomal protein L7"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"212"
"A0A0D9RNC9"	"A0A0D9RNC9_CHLSB"	"unreviewed"	"Insulin like growth factor 2 mRNA binding protein 3"	"IGF2BP3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"484"
"A0A0D9RN32"	"A0A0D9RN32_CHLSB"	"unreviewed"	"Aldo-keto reductase family 1 member C3"	"AKR1C3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"326"
"A0A0D9RN94"	"A0A0D9RN94_CHLSB"	"unreviewed"	"DNA topoisomerase I (EC 5.6.2.1) (DNA topoisomerase 1)"	"TOP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"767"
"A0A0D9RNF6"	"A0A0D9RNF6_CHLSB"	"unreviewed"	"HIT domain-containing protein"	"HINT1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"126"
"A0A0D9RM49"	"A0A0D9RM49_CHLSB"	"unreviewed"	"Staufen double-stranded RNA binding protein 2"	"STAU2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"548"
"A0A0D9RMS2"	"A0A0D9RMS2_CHLSB"	"unreviewed"	"Platelet activating factor acetylhydrolase 1b regulatory subunit 1"	"PAFAH1B1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"345"
"A0A0D9RMV9"	"A0A0D9RMV9_CHLSB"	"unreviewed"	"L-serine ammonia-lyase (EC 4.3.1.17)"	"SRR"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"339"
"A0A0D9RML4"	"A0A0D9RML4_CHLSB"	"unreviewed"	"26S proteasome non-ATPase regulatory subunit 2"	"PSMD2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"908"
"A0A0D9RN97"	"A0A0D9RN97_CHLSB"	"unreviewed"	"Aldo_ket_red domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"323"
"A0A0D9RNA2"	"A0A0D9RNA2_CHLSB"	"unreviewed"	"RNA helicase (EC 3.6.4.13)"	"DDX3X"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"444"
"A0A0D9RNB8"	"A0A0D9RNB8_CHLSB"	"unreviewed"	"USP domain-containing protein"	"USP9X"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2554"
"A0A0D9SB72"	"A0A0D9SB72_CHLSB"	"unreviewed"	"60S ribosomal protein L12"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"165"
"A0A0D9RMI8"	"A0A0D9RMI8_CHLSB"	"unreviewed"	"Heat shock 70 kDa protein 4"	"HSPA4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"840"
"A0A0D9RM92"	"A0A0D9RM92_CHLSB"	"unreviewed"	"DNA mismatch repair protein"	"MSH2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"933"
"A0A0D9RM61"	"A0A0D9RM61_CHLSB"	"unreviewed"	"RNA binding motif protein 17"	"RBM17"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"401"
"A0A0D9RN38"	"A0A0D9RN38_CHLSB"	"unreviewed"	"Spectrin beta chain"	"SPTBN1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2364"
"A0A0D9RMJ4"	"A0A0D9RMJ4_CHLSB"	"unreviewed"	"Ubiquitin-activating enzyme E1 (EC 6.2.1.45)"	"UBA1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1058"
"A0A0D9RN81"	"A0A0D9RN81_CHLSB"	"unreviewed"	"Pre-mRNA processing factor 8"	"PRPF8"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2335"
"A0A0D9RN92"	"A0A0D9RN92_CHLSB"	"unreviewed"	"WD_REPEATS_REGION domain-containing protein"	"RRP9"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"474"
"A0A0D9RMQ2"	"A0A0D9RMQ2_CHLSB"	"unreviewed"	"TGc domain-containing protein"	"TGM2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"687"
"A0A0D9RMV4"	"A0A0D9RMV4_CHLSB"	"unreviewed"	"TSR1 ribosome maturation factor"	"TSR1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"805"
"A0A0D9RLX5"	"A0A0D9RLX5_CHLSB"	"unreviewed"	"Spermatid perinuclear RNA-binding protein"	"STRBP"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"672"
"A0A0D9RM90"	"A0A0D9RM90_CHLSB"	"unreviewed"	"ATP binding cassette subfamily F member 3"	"ABCF3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"709"
"A0A0D9RLZ6"	"A0A0D9RLZ6_CHLSB"	"unreviewed"	"W2 domain-containing protein"	"BZW2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"419"
"A0A0D9RTG3"	"A0A0D9RTG3_CHLSB"	"unreviewed"	"Serine/threonine-protein phosphatase (EC 3.1.3.16)"	"PPP2CB"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"309"
"A0A0D9RM27"	"A0A0D9RM27_CHLSB"	"unreviewed"	"Nuclear cap-binding protein subunit 3"	"NCBP3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"620"
"A0A0D9RMU2"	"A0A0D9RMU2_CHLSB"	"unreviewed"	"Uncharacterized protein"	"TWF2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"349"
"A0A0D9RMM1"	"A0A0D9RMM1_CHLSB"	"unreviewed"	"Eukaryotic translation initiation factor 4 gamma 1"	"EIF4G1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1565"
"A0A0D9RN83"	"A0A0D9RN83_CHLSB"	"unreviewed"	"Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)"	"PARP3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"532"
"A0A0D9RNE3"	"A0A0D9RNE3_CHLSB"	"unreviewed"	"ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)"	"PFKP"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"807"
"A0A0D9RP05"	"A0A0D9RP05_CHLSB"	"unreviewed"	"Nucleoredoxin"	"NXN"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"326"
"A0A0D9RQ30"	"A0A0D9RQ30_CHLSB"	"unreviewed"	"40S ribosomal protein S20"	"RPS20"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"119"
"A0A0D9RQC3"	"A0A0D9RQC3_CHLSB"	"unreviewed"	"UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)"	"UGP2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"508"
"A0A0D9RNP0"	"A0A0D9RNP0_CHLSB"	"unreviewed"	"Active breakpoint cluster region-related protein"	"ABR"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"869"
"A0A0D9RPJ3"	"A0A0D9RPJ3_CHLSB"	"unreviewed"	"Uncharacterized protein"	"ACOT9"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"456"
"A0A0D9RNI1"	"A0A0D9RNI1_CHLSB"	"unreviewed"	"Transformer 2 beta homolog"	"TRA2B"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"288"
"A0A0D9RNM2"	"A0A0D9RNM2_CHLSB"	"unreviewed"	"Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"240"
"A0A0D9RQH8"	"A0A0D9RQH8_CHLSB"	"unreviewed"	"Far upstream element binding protein 3"	"FUBP3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"572"
"A0A0D9RQA0"	"A0A0D9RQA0_CHLSB"	"unreviewed"	"Obg like ATPase 1"	"OLA1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"263"
"A0A0D9RP53"	"A0A0D9RP53_CHLSB"	"unreviewed"	"Glyoxalase domain-containing protein 4"	"GLOD4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"298"
"A0A0D9RP06"	"A0A0D9RP06_CHLSB"	"unreviewed"	"14_3_3 domain-containing protein"	"YWHAB"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"246"
"A0A0D9RPI5"	"A0A0D9RPI5_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"809"
"A0A0D9RQH5"	"A0A0D9RQH5_CHLSB"	"unreviewed"	"Uncharacterized protein"	"NCOA5"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"579"
"A0A0D9RQA8"	"A0A0D9RQA8_CHLSB"	"unreviewed"	"Transcription elongation factor A1"	"TCEA1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"301"
"A0A0D9RQ73"	"A0A0D9RQ73_CHLSB"	"unreviewed"	"T-complex protein 1 subunit delta"	"CCT4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"539"
"A0A0D9RNK1"	"A0A0D9RNK1_CHLSB"	"unreviewed"	"RRM domain-containing protein"	"TRA2A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"281"
"A0A0D9RPJ4"	"A0A0D9RPJ4_CHLSB"	"unreviewed"	"Non-specific serine/threonine protein kinase (EC 2.7.11.1)"	"OXSR1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"527"
"A0A0D9RPB8"	"A0A0D9RPB8_CHLSB"	"unreviewed"	"Calpain inhibitor (Calpastatin)"	"CAST"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"759"
"A0A0D9RP78"	"A0A0D9RP78_CHLSB"	"unreviewed"	"YTH N6-methyladenosine RNA binding protein 3"	"YTHDF3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"585"
"A0A0D9RQB0"	"A0A0D9RQB0_CHLSB"	"unreviewed"	"Electron transfer flavoprotein subunit alpha (Alpha-ETF)"	"ETFA"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"333"
"A0A0D9RPM4"	"A0A0D9RPM4_CHLSB"	"unreviewed"	"PABS domain-containing protein"	"SMS"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"366"
"A0A0D9RQ57"	"A0A0D9RQ57_CHLSB"	"unreviewed"	"Sorting nexin-2"	"SNX2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"519"
"A0A0D9RP29"	"A0A0D9RP29_CHLSB"	"unreviewed"	"RNA binding motif protein 45"	"RBM45"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"474"
"A0A0D9RP40"	"A0A0D9RP40_CHLSB"	"unreviewed"	"Enhancer of mRNA-decapping protein 3 (YjeF domain-containing protein 1)"	"EDC3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"508"
"A0A0D9RNX3"	"A0A0D9RNX3_CHLSB"	"unreviewed"	"Heterogeneous nuclear ribonucleoproteins A2/B1"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"353"
"A0A0D9RNJ1"	"A0A0D9RNJ1_CHLSB"	"unreviewed"	"Elongation factor 1-alpha"	"EEF1A1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"462"
"A0A0D9RPY4"	"A0A0D9RPY4_CHLSB"	"unreviewed"	"Ribosomal protein S6 kinase (EC 2.7.11.1)"	"RPS6KA3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"740"
"A0A0D9RQ32"	"A0A0D9RQ32_CHLSB"	"unreviewed"	"N-terminal Xaa-Pro-Lys N-methyltransferase 1"	"NTMT1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"223"
"A0A0D9RNT7"	"A0A0D9RNT7_CHLSB"	"unreviewed"	"40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) (Ubiquitin-40S ribosomal protein S27a)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"156"
"A0A0D9S0D7"	"A0A0D9S0D7_CHLSB"	"unreviewed"	"Eukaryotic translation initiation factor 4C"	"EIF1AY"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"144"
