"Entry"	"Entry.name"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"
"P55265"	"DSRAD_HUMAN"	"reviewed"	"Double-stranded RNA-specific adenosine deaminase (DRADA) (EC 3.5.4.37) (136 kDa double-stranded RNA-binding protein) (p136) (Interferon-inducible protein 4) (IFI-4) (K88DSRBP)"	"ADAR ADAR1 DSRAD G1P1 IFI4"	"Homo sapiens (Human)"	"1226"
"P60709"	"ACTB_HUMAN"	"reviewed"	"Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]"	"ACTB"	"Homo sapiens (Human)"	"375"
"P56192"	"SYMC_HUMAN"	"reviewed"	"Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)"	"MARS1 MARS"	"Homo sapiens (Human)"	"900"
"P55735"	"SEC13_HUMAN"	"reviewed"	"Protein SEC13 homolog (GATOR complex protein SEC13) (SEC13-like protein 1) (SEC13-related protein)"	"SEC13 D3S1231E SEC13A SEC13L1 SEC13R"	"Homo sapiens (Human)"	"322"
"P61086"	"UBE2K_HUMAN"	"reviewed"	"Ubiquitin-conjugating enzyme E2 K (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme K) (Huntingtin-interacting protein 2) (HIP-2) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-25 kDa) (Ubiquitin-conjugating enzyme E2(25K)) (Ubiquitin-conjugating enzyme E2-25K) (Ubiquitin-protein ligase)"	"UBE2K HIP2 LIG"	"Homo sapiens (Human)"	"200"
"P55060"	"XPO2_HUMAN"	"reviewed"	"Exportin-2 (Exp2) (Cellular apoptosis susceptibility protein) (Chromosome segregation 1-like protein) (Importin-alpha re-exporter)"	"CSE1L CAS XPO2"	"Homo sapiens (Human)"	"971"
"P61088"	"UBE2N_HUMAN"	"reviewed"	"Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubc13) (UbcH13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N)"	"UBE2N BLU"	"Homo sapiens (Human)"	"152"
"P60953"	"CDC42_HUMAN"	"reviewed"	"Cell division control protein 42 homolog (EC 3.6.5.2) (G25K GTP-binding protein)"	"CDC42"	"Homo sapiens (Human)"	"191"
"P60660"	"MYL6_HUMAN"	"reviewed"	"Myosin light polypeptide 6 (17 kDa myosin light chain) (LC17) (Myosin light chain 3) (MLC-3) (Myosin light chain alkali 3) (Myosin light chain A3) (Smooth muscle and nonmuscle myosin light chain alkali 6)"	"MYL6"	"Homo sapiens (Human)"	"151"
"P61020"	"RAB5B_HUMAN"	"reviewed"	"Ras-related protein Rab-5B"	"RAB5B"	"Homo sapiens (Human)"	"215"
"P59998"	"ARPC4_HUMAN"	"reviewed"	"Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC)"	"ARPC4 ARC20"	"Homo sapiens (Human)"	"168"
"P60900"	"PSA6_HUMAN"	"reviewed"	"Proteasome subunit alpha type-6 (EC 3.4.25.1) (27 kDa prosomal protein) (PROS-27) (p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain)"	"PSMA6 PROS27"	"Homo sapiens (Human)"	"246"
"P61019"	"RAB2A_HUMAN"	"reviewed"	"Ras-related protein Rab-2A"	"RAB2A RAB2"	"Homo sapiens (Human)"	"212"
"P55786"	"PSA_HUMAN"	"reviewed"	"Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S)"	"NPEPPS PSA"	"Homo sapiens (Human)"	"919"
"P60891"	"PRPS1_HUMAN"	"reviewed"	"Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (PPRibP) (Phosphoribosyl pyrophosphate synthase I) (PRS-I)"	"PRPS1"	"Homo sapiens (Human)"	"318"
"P57721"	"PCBP3_HUMAN"	"reviewed"	"Poly(rC)-binding protein 3 (Alpha-CP3) (PCBP3-overlapping transcript) (PCBP3-overlapping transcript 1)"	"PCBP3 PCBP3-OT1 PCBP3OT"	"Homo sapiens (Human)"	"371"
"P57058"	"HUNK_HUMAN"	"reviewed"	"Hormonally up-regulated neu tumor-associated kinase (EC 2.7.11.1) (B19) (Serine/threonine-protein kinase MAK-V)"	"HUNK MAKV"	"Homo sapiens (Human)"	"714"
"P61106"	"RAB14_HUMAN"	"reviewed"	"Ras-related protein Rab-14"	"RAB14"	"Homo sapiens (Human)"	"215"
"P55081"	"MFAP1_HUMAN"	"reviewed"	"Microfibrillar-associated protein 1 (Spliceosome B complex protein MFAP1)"	"MFAP1"	"Homo sapiens (Human)"	"439"
"P55809"	"SCOT1_HUMAN"	"reviewed"	"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial (EC 2.8.3.5) (3-oxoacid CoA-transferase 1) (Somatic-type succinyl-CoA:3-oxoacid CoA-transferase) (SCOT-s)"	"OXCT1 OXCT SCOT"	"Homo sapiens (Human)"	"520"
"P55769"	"NH2L1_HUMAN"	"reviewed"	"NHP2-like protein 1 (High mobility group-like nuclear protein 2 homolog 1) (OTK27) (SNU13 homolog) (hSNU13) (U4/U6.U5 small nuclear ribonucleoprotein SNU13) (U4/U6.U5 tri-snRNP 15.5 kDa protein) [Cleaved into: NHP2-like protein 1, N-terminally processed]"	"SNU13 NHP2L1"	"Homo sapiens (Human)"	"128"
"P55209"	"NP1L1_HUMAN"	"reviewed"	"Nucleosome assembly protein 1-like 1 (NAP-1-related protein) (hNRP)"	"NAP1L1 NRP"	"Homo sapiens (Human)"	"391"
"P55795"	"HNRH2_HUMAN"	"reviewed"	"Heterogeneous nuclear ribonucleoprotein H2 (hnRNP H2) (FTP-3) (Heterogeneous nuclear ribonucleoprotein H') (hnRNP H') [Cleaved into: Heterogeneous nuclear ribonucleoprotein H2, N-terminally processed]"	"HNRNPH2 FTP3 HNRPH2"	"Homo sapiens (Human)"	"449"
"P55157"	"MTP_HUMAN"	"reviewed"	"Microsomal triglyceride transfer protein large subunit"	"MTTP MTP"	"Homo sapiens (Human)"	"894"
"P56556"	"NDUA6_HUMAN"	"reviewed"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 (Complex I-B14) (CI-B14) (LYR motif-containing protein 6) (NADH-ubiquinone oxidoreductase B14 subunit)"	"NDUFA6 LYRM6 NADHB14"	"Homo sapiens (Human)"	"128"
"P60842"	"IF4A1_HUMAN"	"reviewed"	"Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1)"	"EIF4A1 DDX2A EIF4A"	"Homo sapiens (Human)"	"406"
"P56537"	"IF6_HUMAN"	"reviewed"	"Eukaryotic translation initiation factor 6 (eIF-6) (B(2)GCN homolog) (B4 integrin interactor) (CAB) (p27(BBP))"	"EIF6 EIF3A ITGB4BP OK/SW-cl.27"	"Homo sapiens (Human)"	"245"
"P60510"	"PP4C_HUMAN"	"reviewed"	"Serine/threonine-protein phosphatase 4 catalytic subunit (PP4C) (Pp4) (EC 3.1.3.16) (Protein phosphatase X) (PP-X)"	"PPP4C PPP4 PPX"	"Homo sapiens (Human)"	"307"
"P55036"	"PSMD4_HUMAN"	"reviewed"	"26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit RPN10) (26S proteasome regulatory subunit S5A) (Antisecretory factor 1) (AF) (ASF) (Multiubiquitin chain-binding protein)"	"PSMD4 MCB1"	"Homo sapiens (Human)"	"377"
"P61026"	"RAB10_HUMAN"	"reviewed"	"Ras-related protein Rab-10 (EC 3.6.5.2)"	"RAB10"	"Homo sapiens (Human)"	"200"
"P61006"	"RAB8A_HUMAN"	"reviewed"	"Ras-related protein Rab-8A (Oncogene c-mel)"	"RAB8A MEL RAB8"	"Homo sapiens (Human)"	"207"
"P57088"	"TMM33_HUMAN"	"reviewed"	"Transmembrane protein 33 (Protein DB83) (SHINC-3)"	"TMEM33 DB83"	"Homo sapiens (Human)"	"247"
"P60228"	"EIF3E_HUMAN"	"reviewed"	"Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (Viral integration site protein INT-6 homolog) (eIF-3 p48)"	"EIF3E EIF3S6 INT6"	"Homo sapiens (Human)"	"445"
"P57678"	"GEMI4_HUMAN"	"reviewed"	"Gem-associated protein 4 (Gemin-4) (Component of gems 4) (p97)"	"GEMIN4"	"Homo sapiens (Human)"	"1058"
"P55010"	"IF5_HUMAN"	"reviewed"	"Eukaryotic translation initiation factor 5 (eIF-5)"	"EIF5"	"Homo sapiens (Human)"	"431"
"P55084"	"ECHB_HUMAN"	"reviewed"	"Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.155) (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]"	"HADHB MSTP029"	"Homo sapiens (Human)"	"474"
"P60981"	"DEST_HUMAN"	"reviewed"	"Destrin (Actin-depolymerizing factor) (ADF)"	"DSTN ACTDP DSN"	"Homo sapiens (Human)"	"165"
"P58107"	"EPIPL_HUMAN"	"reviewed"	"Epiplakin (450 kDa epidermal antigen)"	"EPPK1 EPIPL"	"Homo sapiens (Human)"	"5088"
"P55039"	"DRG2_HUMAN"	"reviewed"	"Developmentally-regulated GTP-binding protein 2 (DRG-2) (Translation factor GTPase DRG2) (TRAFAC GTPase DRG2) (EC 3.6.5.-)"	"DRG2"	"Homo sapiens (Human)"	"364"
"P61204"	"ARF3_HUMAN"	"reviewed"	"ADP-ribosylation factor 3"	"ARF3"	"Homo sapiens (Human)"	"181"
"P61981"	"1433G_HUMAN"	"reviewed"	"14-3-3 protein gamma (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed]"	"YWHAG"	"Homo sapiens (Human)"	"247"
"P61923"	"COPZ1_HUMAN"	"reviewed"	"Coatomer subunit zeta-1 (Zeta-1-coat protein) (Zeta-1 COP)"	"COPZ1 COPZ CGI-120 HSPC181"	"Homo sapiens (Human)"	"177"
"P62316"	"SMD2_HUMAN"	"reviewed"	"Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)"	"SNRPD2 SNRPD1"	"Homo sapiens (Human)"	"118"
"P61619"	"S61A1_HUMAN"	"reviewed"	"Protein transport protein Sec61 subunit alpha isoform 1 (Sec61 alpha-1)"	"SEC61A1 SEC61A"	"Homo sapiens (Human)"	"476"
"P62277"	"RS13_HUMAN"	"reviewed"	"40S ribosomal protein S13 (Small ribosomal subunit protein uS15)"	"RPS13"	"Homo sapiens (Human)"	"151"
"P62306"	"RUXF_HUMAN"	"reviewed"	"Small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF)"	"SNRPF PBSCF"	"Homo sapiens (Human)"	"86"
"P61964"	"WDR5_HUMAN"	"reviewed"	"WD repeat-containing protein 5 (BMP2-induced 3-kb gene protein)"	"WDR5 BIG3"	"Homo sapiens (Human)"	"334"
"P61163"	"ACTZ_HUMAN"	"reviewed"	"Alpha-centractin (Centractin) (ARP1) (Actin-RPV) (Centrosome-associated actin homolog)"	"ACTR1A CTRN1"	"Homo sapiens (Human)"	"376"
"P61604"	"CH10_HUMAN"	"reviewed"	"10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10) (Early-pregnancy factor) (EPF)"	"HSPE1"	"Homo sapiens (Human)"	"102"
"P62633"	"CNBP_HUMAN"	"reviewed"	"Cellular nucleic acid-binding protein (CNBP) (Zinc finger protein 9)"	"CNBP RNF163 ZNF9"	"Homo sapiens (Human)"	"177"
"P62081"	"RS7_HUMAN"	"reviewed"	"40S ribosomal protein S7 (Small ribosomal subunit protein eS7)"	"RPS7"	"Homo sapiens (Human)"	"194"
"P62280"	"RS11_HUMAN"	"reviewed"	"40S ribosomal protein S11 (Small ribosomal subunit protein uS17)"	"RPS11"	"Homo sapiens (Human)"	"158"
"P62244"	"RS15A_HUMAN"	"reviewed"	"40S ribosomal protein S15a (Small ribosomal subunit protein uS8)"	"RPS15A OK/SW-cl.82"	"Homo sapiens (Human)"	"130"
"P62273"	"RS29_HUMAN"	"reviewed"	"40S ribosomal protein S29 (Small ribosomal subunit protein uS14)"	"RPS29"	"Homo sapiens (Human)"	"56"
"P61247"	"RS3A_HUMAN"	"reviewed"	"40S ribosomal protein S3a (Small ribosomal subunit protein eS1) (v-fos transformation effector protein) (Fte-1)"	"RPS3A FTE1 MFTL"	"Homo sapiens (Human)"	"264"
"P62241"	"RS8_HUMAN"	"reviewed"	"40S ribosomal protein S8 (Small ribosomal subunit protein eS8)"	"RPS8 OK/SW-cl.83"	"Homo sapiens (Human)"	"208"
"P62266"	"RS23_HUMAN"	"reviewed"	"40S ribosomal protein S23 (Small ribosomal subunit protein uS12)"	"RPS23"	"Homo sapiens (Human)"	"143"
"P62304"	"RUXE_HUMAN"	"reviewed"	"Small nuclear ribonucleoprotein E (snRNP-E) (Sm protein E) (Sm-E) (SmE)"	"SNRPE"	"Homo sapiens (Human)"	"92"
"P62318"	"SMD3_HUMAN"	"reviewed"	"Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)"	"SNRPD3"	"Homo sapiens (Human)"	"126"
"P61160"	"ARP2_HUMAN"	"reviewed"	"Actin-related protein 2 (Actin-like protein 2)"	"ACTR2 ARP2"	"Homo sapiens (Human)"	"394"
"P61513"	"RL37A_HUMAN"	"reviewed"	"60S ribosomal protein L37a (Large ribosomal subunit protein eL43)"	"RPL37A"	"Homo sapiens (Human)"	"92"
"P62136"	"PP1A_HUMAN"	"reviewed"	"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (PP-1A) (EC 3.1.3.16)"	"PPP1CA PPP1A"	"Homo sapiens (Human)"	"330"
"P61353"	"RL27_HUMAN"	"reviewed"	"60S ribosomal protein L27 (Large ribosomal subunit protein eL27)"	"RPL27"	"Homo sapiens (Human)"	"136"
"P61221"	"ABCE1_HUMAN"	"reviewed"	"ATP-binding cassette sub-family E member 1 (2'-5'-oligoadenylate-binding protein) (HuHP68) (RNase L inhibitor) (Ribonuclease 4 inhibitor) (RNS4I)"	"ABCE1 RLI RNASEL1 RNASELI RNS4I OK/SW-cl.40"	"Homo sapiens (Human)"	"599"
"P61758"	"PFD3_HUMAN"	"reviewed"	"Prefoldin subunit 3 (HIBBJ46) (von Hippel-Lindau-binding protein 1) (VBP-1) (VHL-binding protein 1)"	"VBP1 PFDN3"	"Homo sapiens (Human)"	"197"
"P62258"	"1433E_HUMAN"	"reviewed"	"14-3-3 protein epsilon (14-3-3E)"	"YWHAE"	"Homo sapiens (Human)"	"255"
"P62495"	"ERF1_HUMAN"	"reviewed"	"Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1) (Protein Cl1) (TB3-1)"	"ETF1 ERF1 RF1 SUP45L1"	"Homo sapiens (Human)"	"437"
"P62491"	"RB11A_HUMAN"	"reviewed"	"Ras-related protein Rab-11A (Rab-11) (YL8)"	"RAB11A RAB11"	"Homo sapiens (Human)"	"216"
"P61289"	"PSME3_HUMAN"	"reviewed"	"Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma)"	"PSME3"	"Homo sapiens (Human)"	"254"
"P62140"	"PP1B_HUMAN"	"reviewed"	"Serine/threonine-protein phosphatase PP1-beta catalytic subunit (PP-1B) (PPP1CD) (EC 3.1.3.16) (EC 3.1.3.53)"	"PPP1CB"	"Homo sapiens (Human)"	"327"
"P62701"	"RS4X_HUMAN"	"reviewed"	"40S ribosomal protein S4, X isoform (SCR10) (Single copy abundant mRNA protein) (Small ribosomal subunit protein eS4)"	"RPS4X CCG2 RPS4 SCAR"	"Homo sapiens (Human)"	"263"
"P62424"	"RL7A_HUMAN"	"reviewed"	"60S ribosomal protein L7a (Large ribosomal subunit protein eL8) (PLA-X polypeptide) (Surfeit locus protein 3)"	"RPL7A SURF-3 SURF3"	"Homo sapiens (Human)"	"266"
"P62750"	"RL23A_HUMAN"	"reviewed"	"60S ribosomal protein L23a (Large ribosomal subunit protein uL23)"	"RPL23A"	"Homo sapiens (Human)"	"156"
"P62263"	"RS14_HUMAN"	"reviewed"	"40S ribosomal protein S14 (Small ribosomal subunit protein uS11)"	"RPS14 PRO2640"	"Homo sapiens (Human)"	"151"
"P62269"	"RS18_HUMAN"	"reviewed"	"40S ribosomal protein S18 (Ke-3) (Ke3) (Small ribosomal subunit protein uS13)"	"RPS18 D6S218E"	"Homo sapiens (Human)"	"152"
"P62195"	"PRS8_HUMAN"	"reviewed"	"26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG)"	"PSMC5 SUG1"	"Homo sapiens (Human)"	"406"
"P67775"	"PP2AA_HUMAN"	"reviewed"	"Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16) (Replication protein C) (RP-C)"	"PPP2CA"	"Homo sapiens (Human)"	"309"
"P62333"	"PRS10_HUMAN"	"reviewed"	"26S proteasome regulatory subunit 10B (26S proteasome AAA-ATPase subunit RPT4) (Proteasome 26S subunit ATPase 6) (Proteasome subunit p42)"	"PSMC6 SUG2"	"Homo sapiens (Human)"	"389"
"P61966"	"AP1S1_HUMAN"	"reviewed"	"AP-1 complex subunit sigma-1A (Adaptor protein complex AP-1 subunit sigma-1A) (Adaptor-related protein complex 1 subunit sigma-1A) (Clathrin assembly protein complex 1 sigma-1A small chain) (Clathrin coat assembly protein AP19) (Golgi adaptor HA1/AP1 adaptin sigma-1A subunit) (HA1 19 kDa subunit) (Sigma 1a subunit of AP-1 clathrin) (Sigma-adaptin 1A) (Sigma1A-adaptin)"	"AP1S1 AP19 CLAPS1"	"Homo sapiens (Human)"	"158"
"P61626"	"LYSC_HUMAN"	"reviewed"	"Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)"	"LYZ LZM"	"Homo sapiens (Human)"	"148"
"P55854"	"SUMO3_HUMAN"	"reviewed"	"Small ubiquitin-related modifier 3 (SUMO-3) (SMT3 homolog 1) (SUMO-2) (Ubiquitin-like protein SMT3A) (Smt3A)"	"SUMO3 SMT3A SMT3H1"	"Homo sapiens (Human)"	"103"
"P61586"	"RHOA_HUMAN"	"reviewed"	"Transforming protein RhoA (EC 3.6.5.2) (Rho cDNA clone 12) (h12)"	"RHOA ARH12 ARHA RHO12"	"Homo sapiens (Human)"	"193"
"P61313"	"RL15_HUMAN"	"reviewed"	"60S ribosomal protein L15 (Large ribosomal subunit protein eL15)"	"RPL15 EC45 TCBAP0781"	"Homo sapiens (Human)"	"204"
"P62249"	"RS16_HUMAN"	"reviewed"	"40S ribosomal protein S16 (Small ribosomal subunit protein uS9)"	"RPS16"	"Homo sapiens (Human)"	"146"
"P62191"	"PRS4_HUMAN"	"reviewed"	"26S proteasome regulatory subunit 4 (P26s4) (26S proteasome AAA-ATPase subunit RPT2) (Proteasome 26S subunit ATPase 1)"	"PSMC1"	"Homo sapiens (Human)"	"440"
"P62314"	"SMD1_HUMAN"	"reviewed"	"Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (Sm-D autoantigen) (snRNP core protein D1)"	"SNRPD1"	"Homo sapiens (Human)"	"119"
"P61956"	"SUMO2_HUMAN"	"reviewed"	"Small ubiquitin-related modifier 2 (SUMO-2) (HSMT3) (SMT3 homolog 2) (SUMO-3) (Sentrin-2) (Ubiquitin-like protein SMT3B) (Smt3B)"	"SUMO2 SMT3B SMT3H2"	"Homo sapiens (Human)"	"95"
"P61254"	"RL26_HUMAN"	"reviewed"	"60S ribosomal protein L26 (Large ribosomal subunit protein uL24)"	"RPL26"	"Homo sapiens (Human)"	"145"
"P61803"	"DAD1_HUMAN"	"reviewed"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 (Oligosaccharyl transferase subunit DAD1) (Defender against cell death 1) (DAD-1)"	"DAD1"	"Homo sapiens (Human)"	"113"
"P61978"	"HNRPK_HUMAN"	"reviewed"	"Heterogeneous nuclear ribonucleoprotein K (hnRNP K) (Transformation up-regulated nuclear protein) (TUNP)"	"HNRNPK HNRPK"	"Homo sapiens (Human)"	"463"
"P62899"	"RL31_HUMAN"	"reviewed"	"60S ribosomal protein L31 (Large ribosomal subunit protein eL31)"	"RPL31"	"Homo sapiens (Human)"	"125"
"P63208"	"SKP1_HUMAN"	"reviewed"	"S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1)"	"SKP1 EMC19 OCP2 SKP1A TCEB1L"	"Homo sapiens (Human)"	"163"
"Q9UPT8"	"ZC3H4_HUMAN"	"reviewed"	"Zinc finger CCCH domain-containing protein 4"	"ZC3H4 C19orf7 KIAA1064"	"Homo sapiens (Human)"	"1303"
"Q92759"	"TF2H4_HUMAN"	"reviewed"	"General transcription factor IIH subunit 4 (Basic transcription factor 2 52 kDa subunit) (BTF2 p52) (General transcription factor IIH polypeptide 4) (TFIIH basal transcription factor complex p52 subunit)"	"GTF2H4"	"Homo sapiens (Human)"	"462"
"P62917"	"RL8_HUMAN"	"reviewed"	"60S ribosomal protein L8 (Large ribosomal subunit protein uL2)"	"RPL8"	"Homo sapiens (Human)"	"257"
"P62854"	"RS26_HUMAN"	"reviewed"	"40S ribosomal protein S26 (Small ribosomal subunit protein eS26)"	"RPS26"	"Homo sapiens (Human)"	"115"
"P78330"	"SERB_HUMAN"	"reviewed"	"Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (L-3-phosphoserine phosphatase) (O-phosphoserine phosphohydrolase)"	"PSPH"	"Homo sapiens (Human)"	"225"
"P63220"	"RS21_HUMAN"	"reviewed"	"40S ribosomal protein S21 (Small ribosomal subunit protein eS21)"	"RPS21"	"Homo sapiens (Human)"	"83"
"P62841"	"RS15_HUMAN"	"reviewed"	"40S ribosomal protein S15 (RIG protein) (Small ribosomal subunit protein uS19)"	"RPS15 RIG"	"Homo sapiens (Human)"	"145"
"P62979"	"RS27A_HUMAN"	"reviewed"	"Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a (Small ribosomal subunit protein eS31)]"	"RPS27A UBA80 UBCEP1"	"Homo sapiens (Human)"	"156"
"P68363"	"TBA1B_HUMAN"	"reviewed"	"Tubulin alpha-1B chain (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain]"	"TUBA1B"	"Homo sapiens (Human)"	"451"
"P63279"	"UBC9_HUMAN"	"reviewed"	"SUMO-conjugating enzyme UBC9 (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9) (SUMO-protein ligase) (Ubiquitin carrier protein 9) (Ubiquitin carrier protein I) (Ubiquitin-conjugating enzyme E2 I) (Ubiquitin-protein ligase I) (p18)"	"UBE2I UBC9 UBCE9"	"Homo sapiens (Human)"	"158"
"P67809"	"YBOX1_HUMAN"	"reviewed"	"Y-box-binding protein 1 (YB-1) (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor)"	"YBX1 NSEP1 YB1"	"Homo sapiens (Human)"	"324"
"P62995"	"TRA2B_HUMAN"	"reviewed"	"Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (hTRA2-beta) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)"	"TRA2B SFRS10"	"Homo sapiens (Human)"	"288"
"P68036"	"UB2L3_HUMAN"	"reviewed"	"Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (L-UBC) (UbcH7) (Ubiquitin carrier protein L3) (Ubiquitin-conjugating enzyme E2-F1) (Ubiquitin-protein ligase L3)"	"UBE2L3 UBCE7 UBCH7"	"Homo sapiens (Human)"	"154"
"P62857"	"RS28_HUMAN"	"reviewed"	"40S ribosomal protein S28 (Small ribosomal subunit protein eS28)"	"RPS28"	"Homo sapiens (Human)"	"69"
"P63261"	"ACTG_HUMAN"	"reviewed"	"Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]"	"ACTG1 ACTG"	"Homo sapiens (Human)"	"375"
"P63151"	"2ABA_HUMAN"	"reviewed"	"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha)"	"PPP2R2A"	"Homo sapiens (Human)"	"447"
"P68133"	"ACTS_HUMAN"	"reviewed"	"Actin, alpha skeletal muscle (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]"	"ACTA1 ACTA"	"Homo sapiens (Human)"	"377"
"P67936"	"TPM4_HUMAN"	"reviewed"	"Tropomyosin alpha-4 chain (TM30p1) (Tropomyosin-4)"	"TPM4"	"Homo sapiens (Human)"	"248"
"P68371"	"TBB4B_HUMAN"	"reviewed"	"Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain)"	"TUBB4B TUBB2C"	"Homo sapiens (Human)"	"445"
"P68400"	"CSK21_HUMAN"	"reviewed"	"Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)"	"CSNK2A1 CK2A1"	"Homo sapiens (Human)"	"391"
"P63167"	"DYL1_HUMAN"	"reviewed"	"Dynein light chain 1, cytoplasmic (8 kDa dynein light chain) (DLC8) (Dynein light chain LC8-type 1) (Protein inhibitor of neuronal nitric oxide synthase) (PIN)"	"DYNLL1 DLC1 DNCL1 DNCLC1 HDLC1"	"Homo sapiens (Human)"	"89"
"P67870"	"CSK2B_HUMAN"	"reviewed"	"Casein kinase II subunit beta (CK II beta) (Phosvitin) (Protein G5a)"	"CSNK2B CK2N G5A"	"Homo sapiens (Human)"	"215"
"Q9NSB2"	"KRT84_HUMAN"	"reviewed"	"Keratin, type II cuticular Hb4 (Keratin-84) (K84) (Type II hair keratin Hb4) (Type-II keratin Kb24)"	"KRT84 KRTHB4"	"Homo sapiens (Human)"	"600"
"Q8NGC9"	"O11H4_HUMAN"	"reviewed"	"Olfactory receptor 11H4 (Olfactory receptor OR14-36)"	"OR11H4"	"Homo sapiens (Human)"	"324"
"Q8NGA5"	"O10H4_HUMAN"	"reviewed"	"Olfactory receptor 10H4 (Olfactory receptor OR19-28)"	"OR10H4"	"Homo sapiens (Human)"	"316"
"P78332"	"RBM6_HUMAN"	"reviewed"	"RNA-binding protein 6 (Lung cancer antigen NY-LU-12) (Protein G16) (RNA-binding motif protein 6) (RNA-binding protein DEF-3)"	"RBM6 DEF3"	"Homo sapiens (Human)"	"1123"
"P62826"	"RAN_HUMAN"	"reviewed"	"GTP-binding nuclear protein Ran (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein)"	"RAN ARA24 OK/SW-cl.81"	"Homo sapiens (Human)"	"216"
